source,id,title
"csw_dataset","dd049e77-1556-4fc2-b5cb-4b5b241ee8db","Vejbyggelinje(Statsvej)"
"csw_dataset","8cdf299d-b5c9-4679-a0f2-9d43406b37f9","Bevaringsværdige egekrat"
"csw_dataset","5e276017-d945-49eb-a096-e24af3994eba","Ejerfortegnelsen (EJF)"
"csw_dataset","9eb5989b-995d-4f91-802b-ac10dfb3ce54","HIP - randbetingelser - klimafremskrivninger"
"csw_dataset","fdcb8b72-585d-4b7f-a93c-0d8bc828e9ab","Planlagte tekniske anlæg - PlanDK"
"csw_dataset","98ab3778-94f4-41b9-b38e-e8fba0d989b1","VP13 EF-fuglebeskyttelsesområder (udkast)"
"csw_dataset","646dcc1e-16b4-490b-b590-89992a8f5885","NP2b2013 Arter Buxbaumia"
"csw_dataset","58785ac6-3791-46a6-b3c4-330141ef6e71","Danmarks Topografiske Kortværk 1:1.000.000"
"csw_dataset","b191d240-4424-46db-a758-9bd00f2cda8f","Danmarks Topografiske Kortværk (1977-1994)"
"csw_dataset","16647784-8563-80be-83ab-578071765977","Topografisk Landpolygon"
"csw_dataset","01864187-9c89-45e1-8a4a-dde3f853e982","Fosforkortlægning af dyrkningsjord og vandområder i Danmark"
"csw_dataset","2749b898-81c1-46d3-b2f4-cca518690892","Luftfart"
"csw_dataset","9d189cb8-e249-4461-874c-4395b3cf5318","Topografisk Rasterkort - Grønland"
"csw_dataset","d8ad2f3b-13e6-4f1d-a647-ef50c4308483","Danmarks Topografiske Kortværk (2002-2017)"
"csw_dataset","5ec1f20f-7fc5-400c-a198-0c3b4871a970","Kommuneplanlagte byzoner og sommerhusområder - PlanDK"
"csw_dataset","9a51c722-0b3a-4067-a339-fd740ae66e2e","INSPIRE_Boelgemaaler"
"csw_dataset","8002c09f-7ffa-4462-b062-366bec4ba9a8","Særligt udpegede N2000 områder"
"csw_dataset","41f51002-12e3-4036-a644-d5e6335982c2","NP 2. BASISANALYSE 2013 - ARTER VINDELSNEGLE"
"csw_dataset","443eeddc-3195-4e1d-a742-dddd794330b3","NP11 MVJ Aftaler (statisk tema 27 nov. 2011)"
"csw_dataset","50f84f74-a55a-5ca2-e36e-d9d696434322","INSPIRE - Administrative enheder"
"csw_dataset","fe38f92a-f7c4-4052-b9cb-6de9cf8b7efb","Danmarks Topografiske Kortværk (1953-1976)"
"csw_dataset","6ea84870-4ccb-45a7-b5e5-72508e58ab8b","Kloakopland - PlanDK"
"csw_dataset","924791a8-0e0d-4837-af4d-1b8d48e0bbe1","Højdemodel Grønland"
"csw_dataset","13e45f07-82ad-4db1-b554-c4a88415dd94","Luftmålinger i Danmark"
"csw_dataset","ae67fb61-bcca-4a82-9d46-0cbc584562e4","VP13 Dambrug"
"csw_dataset","e76862d5-4717-4a68-9dfa-c08ec36aadf9","OSD (Preliminary flood risk assessment)"
"csw_dataset","0136ea40-c8f7-41b6-81e5-9e12a68ca3d0","INSPIRE - Klimadata fra DMI
            
              
                INSPIRE - Klimadata fra DMI
              
              
                INSPIRE - Climate Data from DMI"
"csw_dataset","fbaf67a5-9953-4789-ad76-8baa1f9e34c3","VP13 Indsatskrav - Yderligere efterafgrøder"
"csw_dataset","2894949d-5054-4ec5-8e08-b810130fbf6c","Landzonetilladelse - PlanDK"
"csw_dataset","8918c4e0-c849-45bc-8ba4-ff1c11317f12","VP1 2014 Fredede områder"
"csw_dataset","cc5dafe5-6447-4fac-ba33-2c9310a942d2","Søkort, raster (papirsøkort)"
"csw_dataset","4b76bf19-1796-4fe6-8762-46eae9e1b8f9","Renseanlæg, udledningspunkt"
"csw_dataset","2d93d6b3-1cbe-42e9-9863-20e48c073b2a","Satellitfoto Grønland"
"csw_dataset","f4d297b7-6d6f-489d-9d74-e852d1d00ef6","Forsyningsområde - PlanDK"
"csw_dataset","be90028e-630e-4e04-a077-fe55729afd60","Lavbundsarealer - PlanDK"
"csw_dataset","1321b22d-e75b-dc19-2299-d49309801312","INSPIRE - Statistiske enheder"
"csw_dataset","3ce639d3-5036-4d94-9187-661ae25c2c34","DigDag - Øvrige"
"csw_dataset","51f296d6-b7c7-488c-bb0c-e9f385bbe512","Områder til virksomheder med særlige beliggenhedskrav - PlanDK"
"csw_dataset","8f1468d8-588e-4b63-814a-4dc9be53bf38","VP1 2014 Havbrug og indpumpningsanlæg"
"csw_dataset","7992887f-86f3-44d8-a9d6-e998f3ef9c69","Motorbådsfri områder"
"csw_dataset","7c6186c0-e097-4318-bf09-1ba9522480e5","Stilleområder 2017"
"csw_dataset","9bad8ba1-a6eb-4863-b1fc-5df1c84dc47d","VP1 2014 Nationale geologiske områder"
"csw_dataset","b415515d-1136-46ea-bea9-983ff9abfb80","Fuglebeskyttelse - Artikel 12 Birds range"
"csw_dataset","50452951-0f67-4e87-ad45-068fb9021304","VP13 Større sammenhængende landskaber (udkast)"
"csw_dataset","71a9c26a-cc63-460c-88f3-3379161a4ede","Danmarks Topografiske Kortværk 1:500.000"
"csw_dataset","e9f89314-0793-4f18-8d55-828bd24241a9","VP13 EF-ramsarområder (udkast)"
"csw_dataset","952b41ec-dc14-49b1-a013-53ccf16deb12","Søbeskyttelseslinjer"
"csw_dataset","efb3bde8-c5fd-43da-a4d7-02675311dc58","Klappladser"
"csw_dataset","7da2d848-ea17-435e-a722-5f0cb107a1bd","Postnummerinddeling"
"csw_dataset","e20c6958-24ff-431a-b41a-195f3fa18e8f","VP13 Fredede områder forslag (udkast)"
"csw_dataset","c45b6adf-b937-49c8-9bde-9d01bb216e3b","Danmarks Topografiske Kortværk 1:25.000"
"csw_dataset","04790c3b-bd77-4d53-83c9-f71839cdf92d","OSD (Management units)"
"csw_dataset","c31d6d4c-9147-4999-9566-a5e26670841e","Detailhandelsstruktur - PlanDK"
"csw_dataset","80c9457c-ee87-4d38-a848-12012065b28f","MSDI Forsvarets Fare- og Øvelsesområder"
"csw_dataset","f4a4782a-0097-40d2-8a7e-683e82664122","Regionplan - PlanDK"
"csw_dataset","3df68a15-6b6d-4cdd-823f-9515c5ecaf62","GNSS - Danmark"
"csw_dataset","ab4c92bb-6254-46db-bbe4-49a08a6195e1","Skovrejsningsområder - PlanDK"
"csw_dataset","a4cba726-3b6f-418e-b027-679bc619798c","Produktkatalog for danske og grønlandske søkort"
"csw_dataset","05830cbe-be54-4a06-be5a-7fca0852586f","Ejendomsbeliggenhedsregistret (EBR)"
"csw_dataset","5fbadeab-8b47-4814-bd3d-9da2ec7c02f5","Renseanlæg, målested"
"csw_dataset","6f34044c-1600-46bb-a920-5d0a69c51d99","VP1 2014 Industri"
"csw_dataset","8fe5cbad-1283-4bda-af77-848d780378b3","Omdannelseslandsby - PlanDK"
"csw_dataset","d0e017f2-d7c5-4e67-b3a9-703aa9c408d0","Danmarks Fikspunktregister"
"csw_dataset","17e667c5-fe5b-1129-69db-b95145448034","INSPIRE - Matriklen"
"csw_dataset","33008324-fddf-4435-b033-3e0daf8c88aa","Regionsinddeling"
"csw_dataset","681c56d5-02b6-40bd-accf-f146f8332ce7","Vejinteressezone(Statsvej)"
"csw_dataset","165235e8-4959-42c5-af4f-3ff9abae793e","Vandløbsflader"
"csw_dataset","703edd24-1f2a-4656-9b57-5cc09a9e50e0","VP13 Delprogram punktkilder"
"csw_dataset","41e8458f-87f4-401b-b805-ce3f14936f8b","Indbyggertal"
"csw_dataset","0dbc9003-4c31-4d5e-98c0-b94b1f02a6fb","VP1 2014 Spredt bebyggelse – renseklasse - baseline"
"csw_dataset","6b48d3c1-e95b-1134-3fbe-7f8513940936","INSPIRE - Transportnetværk, veje"
"csw_dataset","a3f558be-b6de-498d-a5b0-b246fb70dc68","Fredede Fortidsminder"
"csw_dataset","5f61253d-bc87-46d5-a9ce-39f29054ed3a","DK INSPIRE AM Surface Water Body Centre Line (WFD)"
"csw_dataset","99d54dcf-b612-4938-9272-59232062eaee","Kystnærhedszonen, areal - PlanDK"
"csw_dataset","11d68469-114d-4ed4-a039-2066f5e22b4d","Danmarks Topografiske Kortværk 1:250.000"
"csw_dataset","1bbc1ecf-fe3d-4a28-aace-e614aabfd71d","Matrikulære data (MAT)"
"csw_dataset","696e4f76-cb20-4bc5-bda5-13b9f2d04ecc","Konsekvensområder omkring erhvervsområder - PlanDK"
"csw_dataset","1bc2007d-63d5-4994-b682-e85ab21a6419","Grønlands topografiske kortværk"
"csw_dataset","02b50708-3100-41e7-bdbe-63d92e4e7d08","Vejmidter med vejnavne"
"csw_dataset","1509b0f4-dc18-4b8d-8906-7b2d6faa96fd","Ansøgere"
"csw_dataset","afaefcd8-8f64-4570-aa73-e73de5134a78","Auktionstilladelser"
"csw_dataset","9d58e7de-e2ac-4477-9125-3c71a641ceee","Sogneinddeling"
"csw_dataset","db4fd2f8-94b5-4da3-9cd7-42fcbfbc809e","Høje målebordsblade"
"csw_dataset","a3cbb502-ec6f-4f37-ac21-bb90a16a9f6c","INSPIRE - Radardata fra DMI
            
              
                INSPIRE - Radardata fra DMI
              
              
                INSPIRE - Weather Radar Data from DMI"
"csw_dataset","2f12ce66-ad32-4656-bd93-12025f84e4c7","Større sammenhængende landskaber - PlanDK"
"csw_dataset","559baf99-e09a-47e9-b02a-133090b08f91","Tilslutningspligtområde - PlanDK"
"csw_dataset","c16ef1fa-715f-4af9-809a-75935c64212a","VP1 2014 Delprogram punktkilder"
"csw_dataset","370d91c3-8800-4817-9320-baf1e7f1854e","Forbudsområder"
"csw_dataset","b7f6af61-42f8-4aa6-8224-71bc69d248e1","VP11 Havne"
"csw_dataset","3846ffab-7179-477c-9646-c8987cfae95e","VP13 Industri, udløb (udkast)"
"csw_dataset","aed10113-8fc4-4331-a28a-69aa8f0b83d1","VP13 Fredede områder forslag"
"csw_dataset","039683d7-035b-86a1-f46a-ace302127946","INSPIRE - Arealdække"
"csw_dataset","3db46e65-ca31-40e7-9424-8de63a74ec29","Husdyrbesætninger"
"csw_dataset","fdcadcb8-f219-45e7-917b-a022304dd325","Europa - Satellitfotos"
"csw_dataset","935f64a6-dc61-4b10-dfe7-d88694969424","Kommunikationskortet"
"csw_dataset","bdfda0bf-a4ff-4e05-be86-afdd9a8798d7","Olie- og Gaslicenser"
"csw_dataset","069dff3d-fc38-4c5e-8da0-0156b1753331","VP1 2014 Klappladser"
"csw_dataset","65eccc24-b84a-45c4-b2d4-11f0812992b2","VP2b2013 Klappladser"
"csw_dataset","670e1d9d-2ab1-4b6f-b8bf-4a56dc52acc2","Hydrographic Survey Overview GL"
"csw_dataset","4e4f88cd-aca2-4331-91fd-04eb57212692","VP13 Delprogram naturtypesøer (udkast)"
"csw_dataset","00f7a012-e8c3-4788-8df9-af5a2223f67a","VP2h2014 Havne"
"csw_dataset","2c95250d-2f5c-43c8-984d-583ac461a53d","VP11 EF-fuglebeskyttelsesområder"
"csw_dataset","59d371fa-3d49-4de2-8da3-62a85511e756","VP13 Nationale geologiske områder (udkast)"
"csw_dataset","e8554dd0-26f0-4196-b9f8-395cb383eb89","VP1 2014 Belastningsopgørelser - deloplandskort"
"csw_dataset","0b3765e8-4195-4eed-b693-38bb2d9d0ba0","NP11 Naturperler (statisk tema 27 nov 2011)"
"csw_dataset","99c7068b-d6e8-4090-add7-b7c6f7562927","Danmarks adresser og vejnavne"
"csw_dataset","ebe6f6dc-8338-4da8-b3b8-88a23a7fc88d","NP2b2013 Biogeografiske regioner"
"csw_dataset","9d7161b3-805b-2791-047f-834319916410","INSPIRE - Forvaltede og regulerede områder"
"csw_dataset","907a6e67-df3c-420c-b125-6479b27760bc","HIP - modelberegninger - klimaændringer"
"csw_dataset","144c939d-9757-4c1b-b0e7-32339aab7bba","300-meterzone omkring den danske kystlinje"
"csw_dataset","f77a1ffc-ad61-4c5c-6a8f-6e3606917896","HIP - oplande"
"csw_dataset","9a4080f7-c6a0-4598-a36b-cabb33181442","HIP - randbetingelser - hydrostratigrafisk model"
"csw_dataset","1068b8b1-f7e2-4bde-9cee-32546443bc5a","Electronic Navigational Charts"
"csw_dataset","4501840f-dcc2-49c1-b84b-a4deb9c3434b","NP2b2013 Natura2000 områder (statisk tema 15 nov. 2013)"
"csw_dataset","cc010a49-14a3-4664-9858-beb2a7e47438","INSPIRE Skibsruter TSS"
"csw_dataset","ca8ae692-4624-400f-b15f-bd554b23292e","VP13 Belastningsopgørelser - deloplandskort (udkast)"
"csw_dataset","f1ef38df-9b89-4724-957a-d07d1a2f9e53","NP Basis13 Natura2000 områder (statisk tema 15 nov. 2013)"
"csw_dataset","a359e3ba-1e02-4b70-a984-0ae8e8adb640","Åbent Land Grønland"
"csw_dataset","37503502-0e78-49d0-9d70-d729a7e0bf17","VP13 Bevaringsværdige landskaber (udkast)"
"csw_dataset","8d866b3e-56fb-49ce-ac4d-bcc278b955e8","Diger på 4cm kort"
"csw_dataset","03ab7acf-20c8-4ef0-b49d-c867faaabe54","VP11 Dambrug"
"csw_dataset","5f66fa1e-f608-43f1-b0f6-0f2ebf918ae0","VP2b2013 Havne"
"csw_dataset","ba05cc77-33f1-44a3-8f19-69f25b283c86","VP2b2013 Spredt bebyggelse"
"csw_dataset","bbc918f4-4255-4b0b-9e1c-0cab2c94665d","Afstemningsområde"
"csw_dataset","910b4a19-4871-4d90-95f5-965e0518ef74","Flyfoto Grønland"
"csw_dataset","173e3136-bc0f-477a-a7bc-126d35f3218a","Data til Vandområdeplanerne 2015-2021. Juni 2016"
"csw_dataset","dd2e47db-41ce-48f3-9ef4-1735fe33e527","VP11 EF-ramsarområder"
"csw_dataset","e62e5bad-f211-4fd9-879b-0f6694f4ae36","Gasledninger"
"csw_dataset","189cac94-6a59-4d15-a642-7cedd8118d8d","Danmarks Topografiske Kortværk (1980 - 2001)"
"csw_dataset","831aad85-c585-48c6-9cfe-e5a9004f0b1b","VP13 EF-ramsarområder"
"csw_dataset","8323a269-bf6b-4b4d-8623-4bc4036184ee","Fosforklasser"
"csw_dataset","84fdfdb5-6d50-45cd-8b5a-6e4114debca5","Reservationsområder"
"csw_dataset","2a0e1024-6d50-4186-a373-c1b9cdb5a6f4","Luftforurening i danske byer"
"csw_dataset","3224deb4-18fa-4110-96a7-447c15795e64","Industrielle virksomheder og husdyrbrug"
"csw_dataset","bb48084d-a2b8-4a75-8295-6eec632b1e88","VP13 Spredt bebyggelse - baseline"
"csw_dataset","ed09fd65-310d-411b-be00-27378350fe01","Jernbane"
"csw_dataset","5374d9cb-62df-4755-9d5c-2c8a55ff4dfa","Lave målebordsblade"
"csw_dataset","15915625-a771-45af-b820-c6adfb425659","DigDag - Politivæsen"
"csw_dataset","6dadd89b-a6d1-4358-8249-19bd61169ef1","Det Danske Kvadratnet"
"csw_dataset","d4458df1-b7b9-4de4-8e0b-08701ce80569","Kvælstofreduktionspotentialer"
"csw_dataset","d03e5f33-f22d-4b1e-ba60-a5df38819e47","VP2h2014 Industrier"
"csw_dataset","fd5ef2a1-c1a3-4e43-ba28-29b391d8b5e1","Enkeltdyrsdata på kvæg"
"csw_dataset","01f4418b-801a-4885-ad9e-c0d2e0b22226","Danmark"
"csw_dataset","283895aa-0a16-4d75-a45f-7e00fc10fcb7","Nye Kræfttilfælde"
"csw_dataset","172d3e16-99bd-4fec-b98d-5e884bb4b205","Efterforskningsområder gl."
"csw_dataset","6d755081-427a-4964-a9a6-99434bd90aa4","VP2h2014 NATURA 2000 - Ramsar"
"csw_dataset","51a01cba-0118-40bd-b243-980e53e90acc","Geologiske bevaringsværdier - PlanDK"
"csw_dataset","98d21512-14c0-4582-aa3a-79e4649ade64","Produktionserhvervsområder - PlanDK"
"csw_dataset","c20eb675-e742-4032-83d1-41362b9a4b61","Europa - Topografiske kort"
"csw_dataset","796b7fc1-fc91-4f1e-b77e-e50f1d211fbb","Ankerpladser"
"csw_dataset","6a456634-015f-58a2-fa8f-bfe368848551","Vandløbsreferencen"
"csw_dataset","3c55b8de-2b09-4cce-a4e8-443f0950ff58","Støjbelastede arealer - PlanDK"
"csw_dataset","1c6ed205-e55f-c626-3bbf-4ca277771117","Skærmkortet"
"csw_dataset","ed28552b-2649-4e55-b6ad-a4178c818097","HIP - modelberegninger - modelusikkerhed, 100m og 500m"
"csw_dataset","9c6d4fee-921a-4e42-9eb7-991735f6c54c","Niveauer og grænseværdier - luftkvalitet"
"csw_dataset","2bc64bde-5e66-4341-acb7-244ddec3823d","Europa - Stednavne (Open Gazetteer)"
"csw_dataset","65dcadbc-e670-4e9b-a0c2-e17afaea3fb5","Olie og gas feltafgrænsninger"
"csw_dataset","b1f492c3-a25c-40d8-8da9-fbe8e98969ea","Paspunkter Grønland"
"csw_dataset","23c2b5fb-d1ab-41bd-95ee-cff907d16924","NP2b2013 Arter Damflagermus (Statisk tema  15. nov. 2013)"
"csw_dataset","66a0447d-68d2-4095-90b7-afb4c870c9eb","INSPIRE - Lyndata fra DMI
            
              
                INSPIRE - Lyndata fra DMI
              
              
                INSPIRE - Lightning Data from DMI"
"csw_dataset","5054dcc4-1ad6-4ee3-bd2d-c0238dd6849e","Konsekvensområde omkring tekniske anlæg - PlanDK"
"csw_dataset","a6dd54ac-4d9c-411d-9744-aba019bce0f3","VP13 Havne"
"csw_dataset","e0c69ae8-3660-4bfb-811f-d62ce713d993","Dødsårsager"
"csw_dataset","87ed031a-dd9d-4c50-b56e-91120eb309d5","Planlagte trafikanlæg - PlanDK"
"csw_dataset","abd984fd-038f-4644-a595-7b827089f070","Vindkraftanlæg"
"csw_dataset","1878b3e3-a798-41a7-94b2-130a05164fa9","Kommuneinddeling"
"csw_dataset","7e5e33e2-d57f-4183-9609-bb06769f00c0","Matrikelkortet"
"csw_dataset","557a92cb-8d5a-9957-d480-2cb994184529","INSPIRE - Danske stednavne"
"csw_dataset","3fce0396-3f30-43e3-b85d-f2adcc41467a","Udtræden af spildevandsforsyning mulig - PlanDK"
"csw_dataset","1acf165b-7eef-4f14-9147-dbaf70eaf712","Bevaringsværdige landskaber - PlanDK"
"csw_dataset","d820a230-26f0-4078-9ea7-fa2f6bcd11b7","VP13 Fredede områder (udkast)"
"csw_dataset","d0e56b76-65e4-4969-a646-b00c7a727f33","VP11 Spredt bebyggelse - indsats"
"csw_dataset","67576d3f-8060-47af-b6a3-c436a9c2f303","Naturbeskyttelsesområder - PlanDK"
"csw_dataset","4eb35616-4b44-4252-86e9-cfa3c90e7b59","VP13 Delprogram punktkilder (udkast)"
"csw_dataset","4ecbbae2-0c57-4817-a6bc-ff7d63f9e50f","Vejstøj 2017"
"csw_dataset","a6e576b5-9541-4a65-a2f3-58dfe2630616","Preussiske målebordsblade"
"csw_dataset","f68f9a19-1b54-4ce6-a20e-98947d847e11","DigDag - Kirkelig"
"csw_dataset","f24b034c-1bc3-4756-8d53-5348c1456893","DigDag - Kommuner"
"csw_dataset","a4234f1b-8280-4c71-8a7f-8a3b1eb1e75f","El kabler og Luftledninger"
"csw_dataset","22821d5a-d82a-4435-9edf-57d1ae28a5f4","Administrative skel - PlanDK"
"csw_dataset","593510bd-0c26-4b44-88a8-cedc1e3dafbc","VP1 2014 Spredt bebyggelse – renseklasse - indsats"
"csw_dataset","a41eda70-0705-4641-8013-bb7348383eb7","Natura 2000 Fuglebeskyttelse"
"csw_dataset","0d7f5f6a-f39b-458f-b7ae-2e622dda9634","Skibsbladet"
"csw_dataset","f31b3809-cb8a-451a-be49-963ddfe1a6de","NP Basis13 EF-ramsarområder (statisk tema 2013-11-15)"
"csw_dataset","dd12ef8d-317b-4fe6-bfbe-8d19889522ec","Fuglebeskyttelse - Artikel 12 Birds distribution"
"csw_dataset","84bd2abb-bebe-4082-8e60-36b68a6731a4","Forvaltning og Sagsbehandling"
"csw_dataset","880b1a0c-2367-43de-8112-383ee79b5b78","Søkort, S-57 data"
"csw_dataset","eecd4301-6170-4485-9837-67df0b515634","Forvaltning Grønland"
"csw_dataset","ce9e5d85-92d2-4355-af53-8ae32f10c4a4","VP2b2013 Dambrug"
"csw_dataset","f0800cb7-c891-4a85-8688-3d8237b9aa3b","Natura 2000 planer"
"csw_dataset","e70780c8-36fb-4d8f-87b7-5b86b29e087a","VP2h2014 Dambrug"
"csw_dataset","e7a9a8ad-6a5e-afc5-1dcb-041492214946","Natur- og Friluftskort"
"csw_dataset","b03c5290-5456-4403-8ea2-0f435304292e","Store husdyrbrug - PlanDK"
"csw_dataset","574ea8b9-aaa4-4019-85d0-7fedcc1ff982","Ansøgere Sogn"
"csw_dataset","e6b69a81-453c-41e8-bc25-7654cf59fb46","Valgkreds"
"csw_dataset","e4c25f42-543a-4325-8945-ce403d2bb458","Hydrographic Survey Overview DK"
"csw_dataset","d51c6465-ac98-4351-b789-4baaeacd0d86","NPF10 Fredskov"
"csw_dataset","ffe937bb-3b72-45bd-885a-6bb21841e0fc","Adgangsbegrænsning(Statsvej)"
"csw_dataset","fbc5059f-7248-476f-8fcb-341366e9e270","VP2h2014 Vandindvinding"
"csw_dataset","37304537-aeff-4d78-9ccb-29e9823ac6df","Tekniske anlæg - PlanDK"
"csw_dataset","e5c4aa6e-baa3-480d-9803-c90d73cd3539","Kystdirektoratet, vejrmålere"
"csw_dataset","da435af2-30a8-415f-afd4-a4417d4c282b","Supplerende Bynavn"
"csw_dataset","78a3889c-50f8-4bed-a3d1-0f4d58286caa","VP2b2013 Havbrug"
"csw_dataset","e7c10a9f-aae6-410d-938a-5c41d0b316e4","GNSS - Færøerne"
"csw_dataset","f92dff52-0c5b-112d-982b-6dd051500560","INSPIRE - Hydrografi, fysiske farvande"
"csw_dataset","7da76387-f313-4483-a6f3-f4cf807ad2d8","Kommuneplanramme - PlanDK"
"csw_dataset","8841c432-da77-470e-a4b7-c60b83663ba8","VP2h2014 Undtagelser spærringer"
"csw_dataset","86ea1e5b-dcbc-47f0-a7b0-e2b783590d70","VP1 2014 Bevaringsværdige landskaber"
"csw_dataset","b692d42e-8ceb-419a-b803-b6219750addd","VP11 Spredt bebyggelse - baseline"
"csw_dataset","b0696195-1fcf-414d-9e22-a16b54e03019","Særlig værdifulde landbrugsområder - PlanDK"
"csw_dataset","89f6c06b-95a5-49aa-91b1-49ad82458db7","Lavbund og okker"
"csw_dataset","80823e84-f873-4034-9def-a49d82d3ee95","Vejreferencen"
"csw_dataset","5e2dbfa6-7918-47aa-b66f-0b32b2f75005","VP13 Klappladser (udkast)"
"csw_dataset","adcdd11d-038c-4323-b142-acb14cbba2ed","VP1 2014 Større sammenhængende landskaber"
"csw_dataset","82098f97-ab48-4c7e-a1e6-7c4de292544d","DigDag - Retslig"
"csw_dataset","6e3bc77f-c193-4508-80d4-836e1668db91","Markkort Jordbrugsanalyser"
"csw_dataset","43789939-da65-486b-8332-41860990b486","Kortblade over Åbent Land Grønland"
"csw_dataset","7e0db32f-fb17-4e95-a6e1-ac2d80b72509","Oplande med skærpet fosforloft"
"csw_dataset","d6bf4228-f153-4968-a135-1c7e446ab33d","Flytning af svin"
"csw_dataset","f39b3c3b-7aef-41b7-bbda-23bebf93f63f","INSPIRE_Management_Unit_2016_2021"
"csw_dataset","50b921ea-935e-d605-2287-4ee364046795","INSPIRE - Adresser"
"csw_dataset","6c1b75d7-cbfb-4472-a36c-5335dff766ce","Danske Stednavne - Grunddata"
"csw_dataset","a0b03cd5-9a3a-4af0-bf31-3ad9c6c1cae6","Fredede områder, forslag"
"csw_dataset","25eebc94-6676-4241-9c1b-f0fdf1f7ea48","VP1 2014 NATURA 2000 - Fuglebeskyttelse"
"csw_dataset","23208dd8-238d-474d-b672-5e3b04ff5aa2","VP13 Delprogram naturtypesøer"
"csw_dataset","78c2dc3e-ce73-4c77-be7c-40bf598f64fb","Kapsejladsbaner"
"csw_dataset","ebbb44ef-5909-492d-a08e-5a9923be4e67","VP2b2013 Industri"
"csw_dataset","9364c928-9e9c-424b-bf9f-8d3a4a25cdb5","Ramsarområder"
"csw_dataset","78f0bb54-ecf6-4345-b540-cae44e6a825f","VP2h2014 Klappladser"
"csw_dataset","62ee37fc-401f-479a-b0ef-f6602e06c87e","Skråfoto"
"csw_dataset","ce95a7bb-be5b-1125-5935-ba2622581146","INSPIRE - Transportnetværk, luftfart"
"csw_dataset","05a317c7-01a0-4894-b8f3-4992640edb22","DigDag - Geografisk"
"csw_dataset","96c52578-0344-4b51-965a-b7cc7aa5e4a9","INSPIRE - Prognosedata fra DMI
            
              
                INSPIRE - Prognosedata fra DMI
              
              
                INSPIRE - Forecast data from DMI"
"csw_dataset","284eefd2-32f6-412a-8157-a6c8f10427cb","OffshoreInstallationer"
"csw_dataset","19092ff0-fc00-405c-b156-2a9dc3540cab","Nautisk Information (Niord API)"
"csw_dataset","857b8364-0277-41ee-b2b0-dcb2058233d3","GNSS - Grønland"
"csw_dataset","ce78b3f7-42d5-4620-8606-5eae40ff1497","Danmarkskortet"
"csw_dataset","b54bcf0f-782d-427d-88a1-1e64e6a542df","Søkort, vektor (ENC-tjenester)"
"csw_dataset","df070dea-7aa3-46cd-9e16-1fbd0a560028","VP13 Større sammenhængende landskaber"
"csw_dataset","45aba6aa-cfdd-4c5b-828e-449705a1428c","VP13 Bevaringsværdige landskaber"
"csw_dataset","ec086c70-a33e-4ed4-b2c1-d005202d7c04","VP13 Indsatskrav - Yderligere efterafgrøder (udkast)"
"csw_dataset","ea9a4342-3f13-42b0-a033-ee4629746d38","Lufthavnsstøj 2017"
"csw_dataset","c28b99ac-9d91-4557-ad8a-d0cc8b366375","VP1 2014 Delprogram stoftransport"
"csw_dataset","e572a23d-63bc-484f-92a0-e0c2cbce642e","VP13 EF-fuglebeskyttelsesområder"
"csw_dataset","4d069ffd-62b6-4a06-824e-c9db7635f091","Ejendomsvurdering (VUR)"
"csw_dataset","27d5ff5d-e95b-112b-8355-39c732333485","INSPIRE - Hydrografi, netværk"
"csw_dataset","6c25f825-8240-4b2f-ac8f-cd48b732c0cc","Politikreds"
"csw_dataset","be90028e-630e-4e04-a077-fe55729afd60","Lavbundsarealer - PlanDK"
"csw_dataset","62ee37fc-401f-479a-b0ef-f6602e06c87e","Skråfoto"
